order_id,product_id,customer_id,date
118,7,30,2022-12-02
119,4,30,2022-12-02
120,2,30,2022-12-02
121,5,30,2022-12-02
122,8,30,2022-12-02
123,4,31,2022-11-07
124,2,31,2022-11-07
125,1,31,2022-11-07
126,3,32,2024-02-22
127,4,32,2024-02-22
128,4,33,2024-02-02
129,3,33,2024-02-02
130,1,33,2024-02-02
131,8,33,2024-02-02
132,6,33,2024-02-02
133,6,34,2024-03-23
134,3,35,2024-09-30
135,1,35,2024-09-30
136,6,35,2024-09-30
137,8,35,2024-09-30
138,3,36,2024-01-22
139,8,36,2024-01-22
140,4,36,2024-01-22
141,7,36,2024-01-22
142,6,36,2024-01-22
143,1,37,2024-01-21
144,2,37,2024-01-21
145,7,37,2024-01-21
146,3,37,2024-01-21
147,6,38,2023-10-21
148,2,39,2024-10-02
149,3,39,2024-10-02
150,7,39,2024-10-02
151,1,39,2024-10-02
152,6,39,2024-10-02
153,4,39,2024-10-02
154,5,39,2024-10-02
155,6,40,2023-06-23
156,1,40,2023-06-23
157,3,40,2023-06-23
158,4,41,2024-01-11
159,5,41,2024-01-11
160,3,41,2024-01-11
161,8,41,2024-01-11
162,6,41,2024-01-11
163,2,42,2024-03-18
164,4,42,2024-03-18
165,3,42,2024-03-18
166,5,42,2024-03-18
167,1,42,2024-03-18
168,8,42,2024-03-18
169,7,42,2024-03-18
170,5,43,2024-04-17
171,2,43,2024-04-17
172,7,43,2024-04-17
173,3,43,2024-04-17
174,6,43,2024-04-17
175,7,44,2024-03-11
176,5,44,2024-03-11
177,3,44,2024-03-11
178,8,45,2022-12-06
179,1,45,2022-12-06
180,5,45,2022-12-06
181,6,45,2022-12-06
182,4,45,2022-12-06
183,7,45,2022-12-06
184,2,45,2022-12-06
185,3,46,2024-08-20
186,7,46,2024-08-20
187,2,46,2024-08-20
188,8,47,2023-12-23
189,7,47,2023-12-23
190,2,47,2023-12-23
191,4,47,2023-12-23
192,5,47,2023-12-23
193,1,48,2024-02-26
194,3,48,2024-02-26
195,7,48,2024-02-26
196,4,48,2024-02-26
197,5,48,2024-02-26
198,2,48,2024-02-26
199,6,49,2023-05-19
200,2,49,2023-05-19
201,8,49,2023-05-19
202,1,49,2023-05-19
203,5,49,2023-05-19
204,6,50,2024-10-14
205,5,50,2024-10-14
206,1,50,2024-10-14
207,3,51,2024-01-05
208,6,51,2024-01-05
209,2,51,2024-01-05
210,4,52,2024-01-07
211,3,53,2024-02-19
212,5,53,2024-02-19
213,2,53,2024-02-19
214,8,53,2024-02-19
215,4,53,2024-02-19
216,1,53,2024-02-19
217,2,54,2024-06-25
218,4,54,2024-06-25
219,8,54,2024-06-25
220,1,54,2024-06-25
221,7,54,2024-06-25
222,3,54,2024-06-25
223,2,55,2023-09-04
224,6,55,2023-09-04
225,7,55,2023-09-04
226,3,55,2023-09-04
227,1,55,2023-09-04
228,4,55,2023-09-04
229,5,55,2023-09-04
230,2,56,2023-06-03
231,4,56,2023-06-03
232,1,56,2023-06-03
233,3,56,2023-06-03
234,8,56,2023-06-03
235,6,56,2023-06-03
236,2,57,2023-09-29
237,1,58,2023-05-26
238,7,58,2023-05-26
239,6,58,2023-05-26
240,5,58,2023-05-26
241,1,59,2023-12-04
242,2,59,2023-12-04
243,5,59,2023-12-04
244,6,59,2023-12-04
245,4,59,2023-12-04
246,7,59,2023-12-04
247,8,60,2023-04-15
248,7,60,2023-04-15
249,3,60,2023-04-15
250,1,60,2023-04-15
251,5,60,2023-04-15
252,2,61,2023-09-18
253,5,61,2023-09-18
254,7,61,2023-09-18
255,8,61,2023-09-18
256,1,61,2023-09-18
257,3,61,2023-09-18
258,6,62,2022-11-23
259,5,63,2024-02-25
260,8,63,2024-02-25
261,8,64,2023-10-23
262,1,64,2023-10-23
263,4,64,2023-10-23
264,5,64,2023-10-23
265,7,64,2023-10-23
266,2,64,2023-10-23
267,7,65,2024-07-31
268,6,66,2023-05-06
269,3,67,2024-08-26
270,6,67,2024-08-26
271,8,67,2024-08-26
272,2,67,2024-08-26
273,5,67,2024-08-26
274,4,67,2024-08-26
275,7,67,2024-08-26
276,5,68,2023-08-21
277,4,68,2023-08-21
278,2,68,2023-08-21
279,1,68,2023-08-21
280,3,68,2023-08-21
281,4,69,2023-04-18
282,6,69,2023-04-18
283,8,69,2023-04-18
284,5,69,2023-04-18
285,1,69,2023-04-18
286,3,69,2023-04-18
287,5,70,2023-02-21
288,8,70,2023-02-21
289,3,71,2023-10-17
290,5,71,2023-10-17
291,4,71,2023-10-17
292,6,71,2023-10-17
293,7,71,2023-10-17
294,2,71,2023-10-17
295,7,72,2024-10-10
296,2,72,2024-10-10
297,1,72,2024-10-10
298,4,72,2024-10-10
299,3,72,2024-10-10
300,8,72,2024-10-10
301,6,72,2024-10-10
302,2,73,2024-01-27
303,7,73,2024-01-27
304,6,73,2024-01-27
305,1,73,2024-01-27
306,5,73,2024-01-27
307,8,73,2024-01-27
308,3,73,2024-01-27
309,3,74,2022-12-30
310,4,74,2022-12-30
311,2,74,2022-12-30
312,5,74,2022-12-30
313,1,75,2023-08-24
314,2,75,2023-08-24
315,5,75,2023-08-24
316,3,75,2023-08-24
317,6,76,2024-07-21
318,7,76,2024-07-21
319,3,76,2024-07-21
320,1,76,2024-07-21
321,8,76,2024-07-21
322,2,76,2024-07-21
323,3,77,2024-07-16
324,2,78,2022-12-18
325,8,78,2022-12-18
326,5,78,2022-12-18
327,3,78,2022-12-18
328,1,78,2022-12-18
329,7,79,2023-04-07
330,4,79,2023-04-07
331,2,79,2023-04-07
332,1,79,2023-04-07
333,3,79,2023-04-07
334,2,80,2023-12-31
335,8,80,2023-12-31
336,3,80,2023-12-31
337,7,81,2023-09-08
338,2,81,2023-09-08
339,5,81,2023-09-08
340,6,82,2023-05-11
341,4,82,2023-05-11
342,1,82,2023-05-11
343,4,83,2024-03-28
344,1,83,2024-03-28
345,6,83,2024-03-28
346,3,83,2024-03-28
347,5,83,2024-03-28
348,8,83,2024-03-28
349,6,84,2024-06-03
350,3,84,2024-06-03
351,8,84,2024-06-03
352,7,84,2024-06-03
353,1,84,2024-06-03
354,5,84,2024-06-03
355,2,84,2024-06-03
356,3,85,2023-11-26
357,2,85,2023-11-26
358,4,85,2023-11-26
359,6,86,2022-12-11
360,8,86,2022-12-11
361,5,87,2024-03-01
362,6,87,2024-03-01
363,7,87,2024-03-01
364,1,87,2024-03-01
365,8,87,2024-03-01
366,3,87,2024-03-01
367,1,88,2023-12-22
368,5,89,2023-01-30
369,6,89,2023-01-30
370,1,89,2023-01-30
371,3,90,2023-04-29
372,8,90,2023-04-29
373,6,90,2023-04-29
374,4,90,2023-04-29
375,7,90,2023-04-29
376,1,90,2023-04-29
377,2,90,2023-04-29
378,6,91,2024-09-22
379,5,92,2023-08-15
380,1,92,2023-08-15
381,4,93,2023-09-22
382,1,93,2023-09-22
383,7,93,2023-09-22
384,2,93,2023-09-22
385,5,93,2023-09-22
386,3,93,2023-09-22
387,8,93,2023-09-22
388,1,94,2023-10-15
389,8,94,2023-10-15
390,2,94,2023-10-15
391,4,94,2023-10-15
392,5,94,2023-10-15
393,6,94,2023-10-15
394,6,95,2024-03-04
395,4,95,2024-03-04
396,8,95,2024-03-04
397,5,95,2024-03-04
398,1,95,2024-03-04
399,7,95,2024-03-04
400,1,96,2023-09-22
401,5,96,2023-09-22
402,6,97,2024-01-03
403,2,97,2024-01-03
404,1,97,2024-01-03
405,7,98,2023-05-06
406,4,98,2023-05-06
407,5,98,2023-05-06
408,1,98,2023-05-06
409,8,98,2023-05-06
410,6,98,2023-05-06
411,3,98,2023-05-06
412,7,99,2022-12-10
413,6,99,2022-12-10
414,3,100,2024-05-24
415,2,100,2024-05-24
416,7,100,2024-05-24
417,5,100,2024-05-24
418,1,100,2024-05-24
419,6,100,2024-05-24
420,8,101,2024-08-14
421,6,101,2024-08-14
422,1,101,2024-08-14
423,2,101,2024-08-14
424,7,101,2024-08-14
425,8,102,2024-10-13
426,7,102,2024-10-13
427,1,102,2024-10-13
428,5,102,2024-10-13
429,2,102,2024-10-13
430,6,102,2024-10-13
431,3,103,2023-08-02
432,1,103,2023-08-02
433,2,103,2023-08-02
434,6,103,2023-08-02
435,4,103,2023-08-02
436,5,104,2024-09-11
437,4,104,2024-09-11
438,3,104,2024-09-11
439,7,104,2024-09-11
440,1,104,2024-09-11
441,1,105,2023-01-26
442,4,105,2023-01-26
443,8,106,2023-01-12
444,5,106,2023-01-12
445,2,106,2023-01-12
446,1,106,2023-01-12
447,3,106,2023-01-12
448,4,106,2023-01-12
449,5,107,2024-06-09
450,1,107,2024-06-09
451,6,107,2024-06-09
452,7,107,2024-06-09
453,4,107,2024-06-09
454,2,107,2024-06-09
455,8,108,2024-04-19
456,5,108,2024-04-19
457,4,109,2024-05-02
458,2,109,2024-05-02
459,1,109,2024-05-02
460,5,109,2024-05-02
461,8,109,2024-05-02
462,7,110,2023-10-27
463,4,110,2023-10-27
464,5,110,2023-10-27
465,8,111,2023-03-30
466,2,111,2023-03-30
467,7,111,2023-03-30
468,5,112,2023-05-01
469,6,112,2023-05-01
470,1,113,2024-09-24
471,8,113,2024-09-24
472,2,114,2023-06-21
473,2,115,2024-07-13
474,1,115,2024-07-13
475,5,115,2024-07-13
476,3,115,2024-07-13
477,6,115,2024-07-13
478,4,115,2024-07-13
479,8,115,2024-07-13
480,3,116,2023-08-20
481,7,116,2023-08-20
482,2,116,2023-08-20
483,1,116,2023-08-20
484,8,116,2023-08-20
485,4,116,2023-08-20
486,6,116,2023-08-20
487,5,117,2023-09-12
488,1,117,2023-09-12
489,6,117,2023-09-12
490,8,118,2024-01-05
491,5,118,2024-01-05
492,4,118,2024-01-05
493,3,118,2024-01-05
494,1,118,2024-01-05
495,3,119,2024-01-03
496,6,119,2024-01-03
497,7,120,2023-03-04
498,8,120,2023-03-04
499,4,121,2022-12-28
500,3,121,2022-12-28
501,5,122,2024-03-19
502,4,123,2023-04-26
503,8,123,2023-04-26
504,6,123,2023-04-26
505,7,123,2023-04-26
506,3,123,2023-04-26
507,1,123,2023-04-26
508,8,124,2023-12-17
509,5,124,2023-12-17
510,4,124,2023-12-17
511,4,125,2022-12-22
512,8,125,2022-12-22
513,1,125,2022-12-22
514,5,126,2024-10-18
515,3,126,2024-10-18
516,8,126,2024-10-18
517,7,126,2024-10-18
518,4,126,2024-10-18
519,4,127,2023-04-16
520,8,127,2023-04-16
521,1,127,2023-04-16
522,7,127,2023-04-16
523,5,127,2023-04-16
524,3,128,2024-04-18
525,8,128,2024-04-18
526,7,129,2022-12-30
527,1,129,2022-12-30
528,7,130,2023-11-19
529,6,131,2023-09-23
530,5,131,2023-09-23
531,1,131,2023-09-23
532,4,131,2023-09-23
533,7,131,2023-09-23
534,2,131,2023-09-23
535,3,131,2023-09-23
536,7,132,2023-04-25
537,4,132,2023-04-25
538,2,132,2023-04-25
539,5,132,2023-04-25
540,7,133,2024-02-14
541,6,133,2024-02-14
542,2,133,2024-02-14
543,5,133,2024-02-14
544,4,133,2024-02-14
545,3,134,2024-02-06
546,7,134,2024-02-06
547,6,134,2024-02-06
548,1,134,2024-02-06
549,8,134,2024-02-06
550,1,135,2024-05-17
551,7,135,2024-05-17
552,3,135,2024-05-17
553,4,135,2024-05-17
554,6,135,2024-05-17
555,5,135,2024-05-17
556,8,135,2024-05-17
557,5,136,2024-05-11
558,8,136,2024-05-11
559,1,136,2024-05-11
560,6,136,2024-05-11
561,1,137,2024-03-18
562,4,137,2024-03-18
563,2,137,2024-03-18
564,8,137,2024-03-18
565,5,137,2024-03-18
566,7,138,2023-01-14
567,6,138,2023-01-14
568,2,138,2023-01-14
569,8,139,2024-08-11
570,7,139,2024-08-11
571,1,139,2024-08-11
572,4,139,2024-08-11
573,5,139,2024-08-11
574,2,139,2024-08-11
575,3,139,2024-08-11
576,8,140,2024-08-28
577,3,140,2024-08-28
578,7,140,2024-08-28
579,5,140,2024-08-28
580,6,141,2023-11-25
581,5,142,2024-04-17
582,7,142,2024-04-17
583,1,142,2024-04-17
584,2,142,2024-04-17
585,3,142,2024-04-17
586,1,143,2024-01-24
587,8,143,2024-01-24
588,4,143,2024-01-24
589,2,143,2024-01-24
590,6,143,2024-01-24
591,6,144,2024-03-22
592,4,144,2024-03-22
593,7,144,2024-03-22
594,5,144,2024-03-22
595,1,144,2024-03-22
596,6,145,2024-06-21
597,8,146,2023-10-05
598,3,147,2022-12-03
599,8,147,2022-12-03
600,7,147,2022-12-03
601,6,147,2022-12-03
602,5,147,2022-12-03
603,2,147,2022-12-03
604,4,147,2022-12-03
605,8,148,2024-04-03
606,4,148,2024-04-03
607,7,149,2023-08-08
608,5,149,2023-08-08
609,8,149,2023-08-08
610,4,149,2023-08-08
611,2,149,2023-08-08
612,1,149,2023-08-08
613,5,150,2023-06-15
614,1,150,2023-06-15
615,8,150,2023-06-15
616,4,151,2024-05-01
617,6,151,2024-05-01
618,7,151,2024-05-01
619,3,151,2024-05-01
620,8,151,2024-05-01
621,4,152,2023-03-09
622,7,152,2023-03-09
623,2,153,2023-10-13
624,3,153,2023-10-13
625,1,153,2023-10-13
626,7,153,2023-10-13
627,7,154,2024-03-24
628,4,154,2024-03-24
629,5,154,2024-03-24
630,8,154,2024-03-24
631,5,155,2024-05-07
632,6,155,2024-05-07
633,7,156,2023-07-09
634,2,157,2024-05-07
635,1,157,2024-05-07
636,7,157,2024-05-07
637,4,157,2024-05-07
638,7,158,2023-02-11
639,2,158,2023-02-11
640,4,158,2023-02-11
641,6,159,2024-04-09
642,2,159,2024-04-09
643,3,159,2024-04-09
644,8,159,2024-04-09
645,7,159,2024-04-09
646,1,159,2024-04-09
647,6,160,2024-02-27
648,5,160,2024-02-27
649,4,160,2024-02-27
650,5,161,2023-08-01
651,2,161,2023-08-01
652,4,161,2023-08-01
653,1,161,2023-08-01
654,3,161,2023-08-01
655,2,162,2023-08-02
656,6,163,2023-09-03
657,8,163,2023-09-03
658,2,163,2023-09-03
659,5,163,2023-09-03
660,7,163,2023-09-03
661,3,164,2022-11-18
662,1,164,2022-11-18
663,6,164,2022-11-18
664,8,164,2022-11-18
665,5,164,2022-11-18
666,6,165,2023-09-03
667,1,165,2023-09-03
668,4,165,2023-09-03
669,4,166,2023-05-03
670,7,166,2023-05-03
671,8,166,2023-05-03
672,7,167,2023-07-26
673,5,167,2023-07-26
674,2,168,2023-04-08
675,4,168,2023-04-08
676,1,168,2023-04-08
677,6,168,2023-04-08
678,7,168,2023-04-08
679,3,168,2023-04-08
680,8,168,2023-04-08
681,2,169,2022-12-15
682,3,169,2022-12-15
683,7,169,2022-12-15
684,4,169,2022-12-15
685,8,169,2022-12-15
686,6,169,2022-12-15
687,4,170,2024-10-08
688,5,170,2024-10-08
689,2,170,2024-10-08
690,8,170,2024-10-08
691,6,170,2024-10-08
692,7,170,2024-10-08
693,3,170,2024-10-08
694,3,171,2023-02-10
695,8,171,2023-02-10
696,5,171,2023-02-10
697,1,171,2023-02-10
698,6,171,2023-02-10
699,4,171,2023-02-10
700,7,172,2023-01-14
701,4,172,2023-01-14
702,1,172,2023-01-14
703,2,172,2023-01-14
704,2,173,2023-09-23
705,6,173,2023-09-23
706,1,173,2023-09-23
707,4,173,2023-09-23
708,3,173,2023-09-23
709,7,173,2023-09-23
710,5,173,2023-09-23
711,6,174,2023-03-30
712,7,174,2023-03-30
713,8,174,2023-03-30
714,1,174,2023-03-30
715,3,174,2023-03-30
716,7,175,2024-10-19
717,4,175,2024-10-19
718,6,175,2024-10-19
719,5,175,2024-10-19
720,3,175,2024-10-19
721,2,175,2024-10-19
722,8,175,2024-10-19
723,2,176,2024-06-18
724,2,177,2024-10-24
725,5,178,2024-07-28
726,1,178,2024-07-28
727,6,179,2024-05-05
728,7,179,2024-05-05
729,4,179,2024-05-05
730,8,179,2024-05-05
731,5,180,2023-05-16
732,3,180,2023-05-16
733,7,180,2023-05-16
734,6,180,2023-05-16
735,2,180,2023-05-16
736,4,180,2023-05-16
737,1,180,2023-05-16
738,2,181,2024-08-17
739,6,181,2024-08-17
740,1,181,2024-08-17
741,8,182,2023-01-18
742,5,182,2023-01-18
743,4,182,2023-01-18
744,3,182,2023-01-18
745,6,182,2023-01-18
746,1,182,2023-01-18
747,2,182,2023-01-18
748,1,183,2023-08-16
749,3,183,2023-08-16
750,7,184,2023-11-30
751,5,185,2024-09-06
752,4,185,2024-09-06
753,8,185,2024-09-06
754,7,185,2024-09-06
755,2,185,2024-09-06
756,1,185,2024-09-06
757,6,185,2024-09-06
758,1,186,2024-11-01
759,3,186,2024-11-01
760,2,186,2024-11-01
761,7,186,2024-11-01
762,5,186,2024-11-01
763,4,186,2024-11-01
764,8,186,2024-11-01
765,5,187,2024-10-20
766,3,187,2024-10-20
767,5,188,2024-10-30
768,3,188,2024-10-30
769,6,189,2023-02-27
770,8,189,2023-02-27
771,8,190,2024-03-15
772,8,191,2024-09-17
773,2,191,2024-09-17
774,4,191,2024-09-17
775,6,191,2024-09-17
776,1,191,2024-09-17
777,2,192,2024-03-17
778,2,193,2024-04-29
779,7,193,2024-04-29
780,8,193,2024-04-29
781,1,193,2024-04-29
782,4,194,2022-12-30
783,8,194,2022-12-30
784,5,194,2022-12-30
785,8,195,2023-03-28
786,2,196,2024-09-18
787,7,196,2024-09-18
788,6,197,2023-01-28
789,7,197,2023-01-28
790,2,197,2023-01-28
791,3,197,2023-01-28
792,4,197,2023-01-28
793,6,198,2023-01-10
794,6,199,2023-09-17
795,5,199,2023-09-17
796,8,199,2023-09-17
797,3,199,2023-09-17
798,2,199,2023-09-17
799,1,199,2023-09-17
800,7,199,2023-09-17
801,3,200,2023-12-13
802,5,200,2023-12-13
803,1,200,2023-12-13
804,4,200,2023-12-13
805,2,200,2023-12-13
806,8,200,2023-12-13
807,6,201,2023-03-30
808,5,201,2023-03-30
809,7,201,2023-03-30
810,2,201,2023-03-30
811,8,201,2023-03-30
812,4,201,2023-03-30
813,6,202,2022-11-25
814,5,202,2022-11-25
815,8,202,2022-11-25
816,7,202,2022-11-25
817,7,203,2023-09-13
818,3,203,2023-09-13
819,8,203,2023-09-13
820,1,203,2023-09-13
821,4,204,2023-05-23
822,3,204,2023-05-23
823,7,204,2023-05-23
824,1,204,2023-05-23
825,8,204,2023-05-23
826,5,204,2023-05-23
827,2,204,2023-05-23
828,7,205,2023-07-15
829,4,205,2023-07-15
830,2,206,2023-12-02
831,4,207,2023-06-06
832,6,207,2023-06-06
833,2,207,2023-06-06
834,8,208,2024-09-20
835,5,209,2023-10-23
836,4,209,2023-10-23
837,8,209,2023-10-23
838,6,209,2023-10-23
839,7,209,2023-10-23
840,1,209,2023-10-23
841,1,210,2023-09-02
842,8,210,2023-09-02
843,5,210,2023-09-02
844,7,210,2023-09-02
845,4,210,2023-09-02
846,6,210,2023-09-02
847,7,211,2023-06-07
848,8,212,2023-02-08
849,6,212,2023-02-08
850,2,212,2023-02-08
851,1,212,2023-02-08
852,4,212,2023-02-08
853,5,212,2023-02-08
854,1,213,2022-12-06
855,5,213,2022-12-06
856,7,213,2022-12-06
857,8,214,2023-12-25
858,5,214,2023-12-25
859,7,214,2023-12-25
860,1,215,2023-01-22
861,3,215,2023-01-22
862,7,215,2023-01-22
863,3,216,2024-08-29
864,5,216,2024-08-29
865,6,216,2024-08-29
866,4,217,2023-08-08
867,1,217,2023-08-08
868,6,217,2023-08-08
869,7,218,2024-03-11
870,2,218,2024-03-11
871,8,219,2023-06-27
872,7,219,2023-06-27
873,5,219,2023-06-27
874,1,219,2023-06-27
875,4,220,2023-09-27
876,8,220,2023-09-27
877,2,220,2023-09-27
878,5,220,2023-09-27
879,8,221,2023-07-29
880,4,221,2023-07-29
881,2,221,2023-07-29
882,7,221,2023-07-29
883,3,222,2023-12-20
884,1,222,2023-12-20
885,2,222,2023-12-20
886,8,222,2023-12-20
887,4,222,2023-12-20
888,6,223,2023-09-27
889,3,223,2023-09-27
890,4,223,2023-09-27
891,5,223,2023-09-27
892,8,223,2023-09-27
893,1,223,2023-09-27
894,1,224,2024-05-16
895,6,224,2024-05-16
896,2,224,2024-05-16
897,8,224,2024-05-16
898,1,225,2024-01-06
899,5,225,2024-01-06
900,4,226,2024-04-17
901,8,226,2024-04-17
902,6,226,2024-04-17
903,7,226,2024-04-17
904,2,226,2024-04-17
905,1,226,2024-04-17
906,8,227,2024-04-18
907,3,227,2024-04-18
908,6,227,2024-04-18
909,4,227,2024-04-18
910,5,227,2024-04-18
911,3,228,2023-04-20
912,7,228,2023-04-20
913,8,228,2023-04-20
914,4,228,2023-04-20
915,1,229,2024-09-03
916,2,229,2024-09-03
917,8,229,2024-09-03
918,3,229,2024-09-03
919,5,229,2024-09-03
920,4,229,2024-09-03
921,1,230,2023-11-20
922,6,230,2023-11-20
923,3,230,2023-11-20
924,4,230,2023-11-20
925,7,230,2023-11-20
926,8,230,2023-11-20
927,2,230,2023-11-20
928,7,231,2022-12-03
929,2,231,2022-12-03
930,4,231,2022-12-03
931,1,231,2022-12-03
932,3,231,2022-12-03
933,6,232,2023-07-20
934,1,232,2023-07-20
935,5,232,2023-07-20
936,3,233,2024-04-17
937,6,233,2024-04-17
938,1,234,2024-01-14
939,6,234,2024-01-14
940,8,234,2024-01-14
941,7,234,2024-01-14
942,4,234,2024-01-14
943,2,234,2024-01-14
944,1,235,2022-12-31
945,7,235,2022-12-31
946,8,235,2022-12-31
947,2,235,2022-12-31
948,6,235,2022-12-31
949,2,236,2023-03-18
950,5,236,2023-03-18
951,1,236,2023-03-18
952,3,236,2023-03-18
953,6,236,2023-03-18
954,8,237,2023-08-16
955,6,238,2024-08-04
956,8,238,2024-08-04
957,4,238,2024-08-04
958,4,239,2023-08-25
959,6,239,2023-08-25
960,3,239,2023-08-25
961,6,240,2024-08-19
962,5,241,2024-03-16
963,6,241,2024-03-16
964,8,241,2024-03-16
965,1,241,2024-03-16
966,6,242,2023-06-26
967,2,242,2023-06-26
968,7,242,2023-06-26
969,5,242,2023-06-26
970,3,243,2023-06-23
971,5,243,2023-06-23
972,8,243,2023-06-23
973,7,243,2023-06-23
974,6,243,2023-06-23
975,2,243,2023-06-23
976,4,243,2023-06-23
977,7,244,2024-03-23
978,3,244,2024-03-23
979,5,245,2023-08-18
980,4,245,2023-08-18
981,3,245,2023-08-18
982,7,245,2023-08-18
983,1,245,2023-08-18
984,8,245,2023-08-18
985,6,245,2023-08-18
986,1,246,2022-12-03
987,3,246,2022-12-03
988,6,246,2022-12-03
989,7,246,2022-12-03
990,7,247,2023-08-14
991,6,247,2023-08-14
992,8,247,2023-08-14
993,3,247,2023-08-14
994,2,247,2023-08-14
995,2,248,2023-03-07
996,8,248,2023-03-07
997,6,248,2023-03-07
998,4,248,2023-03-07
999,3,248,2023-03-07
1000,1,248,2023-03-07
1001,2,249,2023-05-22
1002,5,249,2023-05-22
1003,6,249,2023-05-22
1004,1,249,2023-05-22
1005,7,249,2023-05-22
1006,3,249,2023-05-22
1007,6,250,2023-06-17
1008,7,251,2023-06-12
1009,4,251,2023-06-12
1010,8,251,2023-06-12
1011,1,251,2023-06-12
1012,5,252,2023-12-16
1013,7,252,2023-12-16
1014,6,252,2023-12-16
1015,3,252,2023-12-16
1016,5,253,2024-03-03
1017,6,254,2024-02-29
1018,5,254,2024-02-29
1019,5,255,2024-03-08
1020,8,255,2024-03-08
1021,7,255,2024-03-08
1022,1,255,2024-03-08
1023,6,255,2024-03-08
1024,3,255,2024-03-08
1025,3,256,2023-10-24
1026,8,256,2023-10-24
1027,7,257,2022-11-20
1028,4,258,2024-02-21
1029,7,258,2024-02-21
1030,3,258,2024-02-21
1031,6,258,2024-02-21
1032,2,258,2024-02-21
1033,8,258,2024-02-21
1034,6,259,2023-12-27
1035,1,259,2023-12-27
1036,2,259,2023-12-27
1037,3,259,2023-12-27
1038,8,259,2023-12-27
1039,4,259,2023-12-27
1040,7,259,2023-12-27
1041,5,260,2024-07-18
1042,6,260,2024-07-18
1043,2,260,2024-07-18
1044,4,260,2024-07-18
1045,4,261,2023-07-22
1046,1,261,2023-07-22
1047,6,261,2023-07-22
1048,5,262,2023-07-25
1049,8,262,2023-07-25
1050,4,262,2023-07-25
1051,8,263,2022-11-23
1052,6,264,2024-06-25
1053,7,264,2024-06-25
1054,3,265,2023-08-05
1055,7,265,2023-08-05
1056,8,265,2023-08-05
1057,1,265,2023-08-05
1058,5,266,2023-03-14
1059,3,267,2022-12-07
1060,8,267,2022-12-07
1061,7,267,2022-12-07
1062,5,267,2022-12-07
1063,2,267,2022-12-07
1064,6,267,2022-12-07
1065,4,267,2022-12-07
1066,2,268,2024-02-22
1067,4,268,2024-02-22
1068,5,268,2024-02-22
1069,1,268,2024-02-22
